pct_input	user_id	pct_wild_mouse	pct_scroll_move	ack	screen_height	session_duration	mouse_move_total_rel_distance	pct_rage_click	total_load_time	session_id	session_start	pct_click	pct_mouse_move	wild_mouse_duration	pct_scrandom	page_activity_duration	scroll_move_total_rel_distance	pct_mouse_click	screen_width	browser_name	product_ean	pct_click_product_info	pct_scroll_move_duration	pct_doubleclick
3.68807	1482	44.71191	22.09144	1.00000	1024	63.84998	7.63655	70.02865	8.74474	1064341	2023-06-22 13:04:53	11.31893	9.91622	8.56775	41.63161	6.51900	9.78108	8.55970	800	edge	7379453828121	69.77500	9.61804	6.28736
4.50489	553	35.34178	52.59261	1.00000	lower	137.78061	7.51113	65.58913	5.33650	1487110	2022-03-13 07:13:18	3.83071	8.10307	8.90459	30.35272	8.76770	7.28412	8.20697	1920	other	8267039979864	51.50687	5.80039	7.15952
3.06173	372	38.65415	48.64089	1.00000	768	172.80581	4.82365	69.99557	4.32709	778170	2021-01-22 02:44:48	8.82982	6.17736	8.20392	44.17522	5.30907	8.72611	9.75368	1366	opera	0158888618302	58.80466	9.19043	6.80776
2.32583	964	42.32024	54.29754	1.00000	1024	99.02833	5.19612	71.08014	5.50992	608265	2022-08-10 06:29:25	9.18168	6.39557	8.11241	33.50602	9.37673	6.98949	4.55801	1366	chrome	3920824400596	58.67907	6.72234	10.33313
2.54437	1916	54.22831	46.17734	0.00000	1080	226.72813	9.79322	68.59441	0.65361	998279	2022-07-08 16:15:09	9.26953	8.06216	8.02994	65.16380	7.48302	7.52372	6.00414	800	edge	8100696124416	64.47314	4.57209	6.32996
3.24994	1069	53.67207	47.28896	1.00000	600	200.10062	5.02749	74.35668	0.33044	1206040	2022-08-11 08:38:50	11.97018	9.41141	8.50674	29.10452	5.51192	10.01174	10.18197	1920	mobile	6370243004481	57.21007	8.65079	5.92827
1.50316	1948	61.56713	73.39147	0.00000	1080	244.34675	9.30163	66.25817	3.34485	1326858	2020-03-25 00:20:49	10.34873	6.73930	7.58300	19.32479	5.45883	6.97425	6.44881	1024	chrome	2234013461307	50.77758	5.74891	6.89105
3.08290	642	20.25873	51.32641	1.00000	600	149.23011	8.66165	80.99091	1.39481	182322	2022-01-04 08:47:02	7.81478	8.79870	8.33165	49.85847	9.67707	11.77527	8.83097	higher	chrome	2950687450774	29.43913	8.93403	3.58432
6.40008	1018	45.59576	72.57885	1.00000	lower	-32.22990	4.43007	68.64903	3.08436	1242276	2022-10-02 19:28:17	10.00537	7.34194	9.31207	33.09019	5.82101	9.54036	10.26415	1280	firefox	6611802349903	72.15328	8.88532	6.41213
4.78172	2295	36.49385	60.02270	1.00000	768	194.95097	5.60140	58.09657	0.71729	560464	2021-12-27 01:17:05	8.65457	8.78876	8.96044	44.16307	8.93081	6.40099	5.33956	1280	chrome	5891456799151	71.29137	6.35671	10.64550
1.74357	1094	66.27158	46.11481	0.00000	600	136.58798	9.97705	61.16754	6.49477	820283	2023-03-16 04:05:57	10.22344	8.62610	7.18479	32.00641	5.16985	5.94605	5.75025	800	opera	8590012430060	43.52107	10.22434	10.09652
2.76689	521	56.91073	29.78211	0.00000	768	205.59386	10.13345	70.87726	5.53433	1320347	2020-12-05 10:33:13	8.78285	8.70883	8.36873	36.05028	5.16520	5.55471	5.95110	1920	edge	0110096690914	54.58223	10.63013	10.35759
2.16451	1637	35.29914	56.38591	0.00000	1080	254.52923	7.59970	61.23660	2.72088	756063	2022-03-13 00:11:14	7.86335	9.21881	7.87269	41.25051	7.70668	6.93133	7.52675	800	other	2868253650766	58.00876	9.29666	10.00932
1.51803	1305	39.27496	70.23921	1.00000	768	169.28017	8.86644	70.88663	3.15028	1080373	2020-10-15 08:19:44	9.88853	8.89829	7.25196	64.35031	5.67387	6.84890	5.69428	1024	opera	3658444850308	39.54315	10.37810	9.21238
8.18709	574	61.45884	62.31007	1.00000	1024	177.36616	6.60033	60.51914	3.05511	1286749	2020-01-10 03:40:47	6.23861	7.30159	9.54006	41.25998	9.65207	6.01670	6.33461	lower	chrome	5303295097492	59.77857	6.21329	10.78337
1.26448	952	45.33960	44.64851	1.00000	600	174.10704	8.30407	65.15013	14.93904	1314114	2022-10-02 14:11:19	7.18236	9.48982	6.98212	22.27738	6.94559	5.04592	4.15816	lower	mobile	0059562685477	49.76558	4.23311	8.83523
7.43390	2086	58.20096	67.89012	1.00000	1080	168.69553	6.27985	68.30742	0.95105	799625	2021-07-09 20:10:22	6.47041	4.70209	9.42532	67.01901	3.64686	7.54929	10.08930	1280	chrome	1552154216633	54.75892	9.03442	6.18216
1.02509	2497	41.72696	23.73359	0.00000	1080	104.97783	6.40645	66.82038	3.01544	85255	2019-05-10 07:11:22	9.70469	7.14930	6.37621	57.22682	7.04378	5.88334	6.48038	lower	edge	9396700635897	54.74807	7.85972	11.26434
5.69189	1882	50.43096	52.24699	0.00000	768	34.21073	10.09555	75.54808	5.87184	934460	2019-01-11 12:51:17	11.61059	7.70962	9.07163		6.15592	7.37104	5.72691	1366	edge	5472675926186	49.67935	10.73357	9.30971
1.57343	1879	35.24825	58.56344	1.00000	1024	67.30936	5.78101	53.57387	1.22462	95997	2021-10-16 16:43:23	5.16608	9.45395	7.46862	42.90706	8.89820	6.74822	7.78272	800	other	5960142663844	53.04731	4.41367	8.28187
0.89294	1883	57.23021	52.95577	1.00000	1080	84.33199	6.34151	71.45084	0.86953	1248701	2022-04-23 02:08:35	8.55157	7.63087	6.63020	57.03693	10.32135	6.51842	3.24975	1920	chrome	5682095816008	38.51336	7.51660	11.36627
1.10346	1294	50.29330	50.64512	1.00000	800	149.90875	5.86964	63.37335	1.78111	229422	2019-04-21 08:21:17	6.94324	8.90888	6.08765	33.08801	9.36392	6.21358	6.51008	800	mobile	3965990629235	58.23880	5.91294	10.59344
1.27621	2027	22.69012	47.25549	1.00000	800	142.09369	5.43057	64.20184	2.58681	572504	2018-11-07 06:50:55	9.12967	10.16350	5.98055	55.17339	7.53644	10.93992	11.40444	1024	edge	3323592488757	46.50301	9.29800	5.34205
1.64060	1909	36.29735	52.61910	0.00000	lower	113.60463	8.64414	55.02520	4.45052	1146917	2021-04-15 16:38:06	8.47724	7.36488	6.89808	60.78465	6.40600	8.07207	6.49180	1024	chrome	9286437466263	53.80750	6.91424	5.82439
2.08939	825	41.64022	61.73091	0.00000	768	78.45440	10.00358	66.26020	4.05948	870875	2023-08-17 05:17:29	10.93903	7.65289	7.66463	57.09439	5.40765	8.17998	7.20066	1024	chrome	3347059080070	50.58907	7.01127	5.76522
2.29283	1591	52.27949	58.12390	0.00000	1024	67.18433	11.36875	56.44245	5.19767	1461277	2021-07-06 21:37:31	8.57787	7.94231	7.74176	50.44516	7.57043	9.24608	5.06570	1920	other	1142041237430	39.59304	11.76625	6.22003
1.34671	327	38.47920	69.18971	0.00000	1024	190.51984	7.99322	49.77764	2.74853	912713	2022-11-27 17:03:40	8.03592	7.75033	6.32081	54.98727	7.31187	6.87848	6.88103	1920	edge	5798971353748	46.95683	9.81644	9.87409
3.91538	1335	47.24109	55.77435	0.00000	600	73.39464	6.89401	59.70905	2.05136	297333	2019-07-25 05:51:28	8.45592	7.79329	8.48155	50.41363	4.51842	7.79332	10.10353	lower	chrome	3289829653834	55.98179	9.02609	7.08625
1.05270	174	55.85046	57.95263	1.00000	1080	213.20099	7.41883	78.99397	0.16117	965168	2019-07-13 12:28:12	6.09251	8.39833	6.92422	59.22444	8.00834	6.18025	6.29721	1280	chrome	4963953419366	67.34099	5.27508	8.58044
2.23057	773	38.20197	66.49991	0.00000	1024	157.59715	10.86285	56.71306	1.27096	888798	2019-09-11 21:50:50	10.21935	7.78906	8.05036	41.93967	6.32523	7.17667	6.08087	800	safari	1725088147032	62.82785	9.74169	8.63141
2.93823	2372	69.62866	56.29973	0.00000	768	164.42167	10.56873	61.99808	6.27831	1433813	2021-02-18 13:47:53	9.13450	8.06365	8.36786	56.56363	7.58695	7.24874	6.22739	1280	firefox	0080926366480	60.86450	5.39656	7.06275
1.49650	620	71.53483	54.94377	1.00000	800	227.01410	8.44299	63.87397	2.34668	1135011	2018-11-10 21:45:55	4.07668	8.96098	7.06993	55.13759	9.54356	6.77436	5.85053	lower	chrome	6370532987891	46.88354	6.30820	8.14394
4.92839	1762	80.42059	47.15344	1.00000	600	166.14354	5.81310	70.36985	2.73833	1049662	2023-07-28 04:30:17	6.66288	8.71302	8.90756	65.24117	8.85457	6.10408	6.90448	1366	chrome	0637654151019	33.71170	5.12213	10.00106
2.59748	37	42.97156	54.96201	1.00000	1080	259.62927	7.39949	74.44885	1.80591	837942	2021-10-14 16:53:56	5.50338	8.19448	8.13998	47.05721	10.40720	6.09808	4.43215	1920	chrome	4192146046847	43.98321	6.08535	10.24861
1.91459	2036	53.15744	57.38663	0.00000	768	186.71598	10.37999	52.93830	4.63000	532433	2021-12-09 13:15:13	11.48778	8.04692	7.87738	61.63726	5.17133	6.92307	5.40823	1280	firefox	9593764061321	70.28516	10.45357	8.96618
1.56525	1833	37.81214	63.24522	0.00000	higher	174.62384	7.54193	46.03936	8.98500	1439212	2021-10-05 09:23:59	11.12087	7.60657	7.29262	45.60472	3.95116	7.39511	5.38615	1280	edge	7195973711671	59.58322	8.46185	6.84342
1.34249	993	37.10059	58.01211	1.00000	lower	131.23545	4.07745	54.28419	2.13700	1175146	2019-05-12 23:35:57	9.29376	7.67036	7.10947	41.09584	7.84494	11.65316	9.98427	800	chrome	2897086617851	61.11941	7.91517	3.81908
6.40819	1335	46.96035	43.31161	1.00000	1080	158.48237	6.50415	74.39295	0.79281	775974	2020-04-24 04:10:42	7.36115	7.09416	9.25447	31.72423	7.83008	5.56399	6.44043	1920	chrome	7641727884981	46.18149	4.99662	10.04526
1.09106	171	51.24611	50.94747	1.00000	1024	83.99134	6.82625	50.48980	4.08303	974518	2023-01-23 04:46:04	10.03250	8.92873	7.02999	51.05482	5.83055	9.17016	10.06802	800	edge	4002634966376	49.69369	10.09442	7.00412
1.87506	2301	55.09277	52.08670	1.00000	768	266.08944	4.77547	77.25069	4.81918	553298	2022-02-03 07:20:11	11.00028	7.00066	7.90922	59.21207	6.28122	9.59087	9.16456	1366	chrome	1890399583395	62.61921	10.48044	7.49920
12.42593	1336	46.15438	68.31625	1.00000	1024	110.94337	2.31394	59.54293	1.47445	1483383	2022-03-11 14:09:34	10.48850	7.79492	10.03052	62.26715	6.72412	11.53886	13.36500	1920	firefox	3988317590995	78.74723	7.61715	4.67117
1.51625	2022	44.54384	51.45447	0.00000	higher	178.17545	10.10683	71.87271	1.11303	1435711	2019-11-05 12:28:19	9.12398	7.62371	7.13489	71.57034	5.52169	6.23853	7.22837	1366	chrome	0633750808826	68.36835	9.41817	9.38386
1.19442	1625	78.72269	48.64938	0.00000	1080	132.51380	11.11334	63.65051	0.63992	351768	2021-07-27 19:08:01	11.49573	8.90298	5.91035	56.57460	5.70596	6.98638	5.93971	1920	edge	3232528520372	66.89446	11.17249	9.56691
10.83300	1930	59.00159	56.46370	1.00000	800	35.62982	5.91415	72.57903	2.24422	227566	2023-09-18 03:45:26	10.07300	9.53073	9.89060	50.83064	5.05400	9.20848	10.07851	1366	chrome	0219213613673	54.41380	10.05050	6.56588
2.14738	1165	31.42017	76.13863	0.00000	1024	161.96998	8.21109	57.77661	8.23439	171090	2019-12-22 03:57:58	7.37683	7.20416	7.98465	60.62327	9.01784	7.80228	5.76453	1280	chrome	2366144527673	65.53663	6.38457	7.46909
1.75584	762	68.18653	39.43705	0.00000	lower	324.49304	11.70326	74.97040	5.86494	77527	2020-04-20 16:45:39	9.87623	8.02763	7.03596	32.10995	7.51282	7.81696	5.66285	1366	chrome	0899868522805	48.33889	4.88452	5.75125
4.51866	1687	41.74541	31.59452	1.00000	1080	310.29299	6.61390	61.73151	1.31569	1485711	2021-02-27 18:46:33	5.66270	8.37785	8.98063	50.14225	9.26031	6.36928	6.37825	1280	chrome	0484325429904	66.67459	5.29731	9.26516
2.06749	2461	34.15533	53.15849	1.00000	800	169.37734	8.01137	76.24100	0.70734	256217	2020-09-25 14:13:22	5.56895	7.40849	7.92522	19.42750	9.42565	6.86896	4.26662	1920	opera	5529873699821	39.21896	6.26233	8.20442
1.87374	345	44.43074	47.24611	0.00000	higher	124.26876	7.33077	72.73890	1.69604	923743	2023-01-03 06:17:06	8.80134	7.88507	7.82057	35.17492	8.93270	10.36746	7.52135	1280	firefox	6587104455850	41.44474	11.63695	6.96870
2.82760	1219	46.83847	64.94531	0.00000	1024	147.24074	7.79297	72.85887	3.74347	1163763	2022-07-18 12:39:30	9.52206	9.51408	8.29252	35.27420	5.57711	7.24904	6.15230	1366	safari	6145626130695	49.03207	6.91001	7.04846
4.54559	532	36.16378	38.83219	0.00000	1024	252.83904	7.93465	53.46622	4.73074	345183	2018-10-12 12:08:37	9.19883	7.11365	8.89022	34.42215	6.95805	6.21984	6.86702	1366	other	5752609951331	63.19234	8.91546	10.70195
5.10261	2310	46.38646	50.15202	0.00000	1024	105.45134	6.62573	71.53341	1.22449	339691	2020-03-04 06:51:59	8.81870	7.91340	9.03180	52.64724	6.23195	5.31674	4.91170	800	edge	5286451373466	68.85578	7.69069	10.72117
2.23459	1362	47.32594	41.31669	1.00000	1024	200.34708	5.52162	64.75589	1.86241	81121	2021-03-10 06:39:24	4.16541	9.17008	8.04698	67.56510	10.38811	7.34292	9.27244	800	chrome	5604331395559	63.28343	6.20830	9.31550
1.21728	2290	50.63164	61.36409	0.00000	1080	173.76405	8.11784	73.20335	6.95359	1324468	2021-09-10 16:29:22	10.21545	8.07268	6.56456	40.62224	4.09640	7.18463	6.42727	1280	edge	3610748314825	56.10315	7.54737	6.60335
3.41354	2179	29.05055	21.28916	0.00000	600	217.05738	9.78402	64.20162	4.68096	939019	2019-02-11 15:55:40	8.69602	8.69347	8.68660	51.28323	7.41528	8.03469	5.50935	1920	chrome	7990244969184	71.47268	6.63335	6.10705
1.80593	1621	21.08339	52.98880	1.00000	800	190.26350	6.77795	78.66333	1.39563	1025250	2022-02-01 07:32:25	7.99427	7.97882	6.74199	34.03084	10.73468	6.56422	3.49420	higher	edge	2854744882006	63.05218	8.22362	11.67796
2.04731	220	47.46346	52.59092	1.00000	1024	125.76486	5.77827	60.51741	1.94739	313563	2023-01-17 15:45:07	10.06330	8.89027	7.80515	28.26721	8.67780	11.98112	10.82208	lower	safari	9206435090406	66.43930	10.59298	5.30337
5.58672	1256	48.17284	64.28519	0.00000	lower	183.86964	12.04349	52.63870	6.37397	398665	2021-09-03 01:52:43	12.25457	8.66404	9.21022	40.12769	4.49520	8.49268	6.58714	1366	safari	5073203469009	54.19998	5.69618	3.85471
4.58884	2279	43.09738	56.00286	1.00000	600	224.39701	6.13514	58.13782	2.46200	548589	2019-05-31 00:47:27	6.69324	6.37001	8.94957	74.89616	9.45886	6.26671	6.06186	1366	chrome	7466670513319	56.40301	5.82876	10.27665
2.78650	1030	35.47697	56.12819	0.00000	1024	155.82572	8.06439	81.33253	2.46145	1428818	2022-11-20 22:30:29	8.16223	7.34421	8.37225	54.88793	6.35409	4.88512	7.44335	800	safari	4897468836052	58.20903	7.08819	11.20950
2.56836	1875	55.53074	47.67916	1.00000	800	167.89796	6.04816	75.13153	4.74832	1317744	2023-03-25 03:19:15	8.32206	7.25940	8.01635	42.92571	3.96481	7.93181	10.20742	1920	safari	7518971004918	78.88313	7.99791	6.12217
2.80393	572	53.08598	55.32235	1.00000	1024	110.29245	4.07322	72.56359	1.64430	1420684	2020-05-13 19:48:56	5.15641	6.85994	8.09607	37.09240	9.42662	8.50543	9.28404	1280	chrome	8468147936705	42.27725	4.79969	6.78053
3.35554	2061	54.27415	50.39959	1.00000	lower	287.26178	7.81159	62.28680	0.88365	434373	2019-10-05 03:33:00	8.93899	7.58069	8.48543	77.01361	8.02958	5.28268	3.08662	1920	chrome	2595104726027	35.10008	6.32560	10.83041
1.25295	647	34.61457	43.14623	0.00000	higher	120.67915	9.07601	66.02835	3.74313	1015906	2023-06-19 14:42:23	11.06460	6.91999	6.94936	46.31701	4.47381	7.66797	5.75504	1024	edge	4051834476444	66.93612	6.88501	5.75423
1.22688	474	54.94663	54.96661	0.00000	1080	219.36132	9.63162	69.76060	1.34700	629553	2019-01-02 12:37:08	11.28010	8.05941	6.84009	49.86822	5.94565	7.19195	4.15107	lower	chrome	9206352534502	69.68103	6.60025	7.07737
3.33231	1890	44.55861	56.89524	1.00000	1024	203.45031	5.98555	72.52182	9.63008	582634	2023-05-27 16:39:16	6.47156	7.93927		44.97559	7.16629	6.44696	6.74408	1920	firefox	8936570154169	64.74427	3.12203	7.07221
4.95562	261	35.86542	27.94945	1.00000	800	133.92736	6.87516	69.13901	0.56773	8839	2023-04-04 21:16:51	6.36151	8.50648	9.10172	51.19668	11.11115	6.00551	4.78284	1920	edge	5001411128869	62.69544	7.42780	12.10817
2.17805	1127	37.31492	57.17550	1.00000	768	160.43555	6.08175	51.71977	5.10796	313950	2022-07-24 05:54:20	7.20304	7.52178	7.89075	47.72028	7.78476	6.34713	7.39242	1920	edge	4043966107952	65.22433	5.34253	9.17430
1.60370	2234	46.23484	52.76002	0.00000	lower	216.39549	10.30819	72.87835	1.96248	946864	2019-10-12 19:40:15	9.42308	5.73073	7.34654	41.79066	6.45011	7.38581	7.67548	1280	mobile	8930997485448	33.11425	6.05114	6.80689
4.40883	445	38.20675	25.92390	0.00000	higher	176.56001	12.01035	80.68691	8.93635	549253	2020-03-14 10:31:23	10.89182	7.47385	8.91692	33.69748	7.35910	7.34825	6.15764	higher	firefox	8241175861818	36.44039	3.52911	6.18249
4.25639	332	42.21864	53.46163	0.00000	1080	76.10737	8.61089	75.87568	1.88244	998570	2023-06-10 16:59:34	10.83147	9.06511	8.78189	53.94795	4.71703	4.68485	5.32029	1024	edge	2420075496894	61.15457	9.03919	11.66801
2.17515	679	46.56584	47.16300	1.00000	1024	222.01933	4.33295	68.73786	1.34917	1001577	2020-11-04 10:07:48	8.75805	8.54806	8.10495	62.61437	11.30974	7.74501	4.92254	1280	safari	5555686141608	43.97432	8.16574	11.38208
2.48058	721	41.82884	51.10807	1.00000	800	63.51547	4.22755	67.86755	10.86580	1195906	2020-04-02 01:02:25	8.96324	7.01984	8.03831	34.65511	7.28089	11.06508	10.63026	higher	chrome	3737647897379	42.47963	9.16935	4.92125
2.49429	2431	65.30039	51.85036	1.00000	600	131.10371	6.14823	66.80871	3.20703	1065384	2022-03-18 23:55:38	5.36143	8.71647	7.99397	60.38106	7.98886	6.70820	7.66322	1366	chrome	6744792925502	55.05674	3.91340	7.38726
1.89162	1823	41.55294	45.39878	0.00000	lower	194.32447	12.00360	63.66095	0.50769	30175	2021-07-15 07:21:16	8.34758	8.22585	7.77427	77.46461	10.04555	7.86854	4.34104	1920	edge	0801383522376	58.64226	2.75524	5.58173
61.43018	148	14.40700	63.34645	0.00000	lower	117.42630	11.81886	69.96954	1.67566	525862	2020-05-01 13:32:03	9.12147	9.13585	11.66350	39.42711	8.13251	8.68135	6.61694	800	chrome	5907021536776	65.88585	5.16259	4.85950
4.70816	1936	18.11700	43.44899	1.00000	1080	169.52586	4.64458	63.53466	5.02525	488378	2019-07-24 16:38:00	6.34913	8.20535	8.85820	59.08652	8.64157	7.29241	9.09711	1280	edge	9426725317956	53.48196	5.22501	8.63383
4.59476	1419	62.56356	54.43054	0.00000	800	220.01691	9.33125	41.15528	2.85773	132255	2021-02-08 07:26:36	12.45080	8.30635	8.91681	52.95219	5.64247	3.91696	6.87173	1366	edge	2223246560949	53.02126	5.25431	12.61563
6.12629	1234	55.62597	66.28385	1.00000	1024	137.96100	4.91790	61.88460	4.46617	1396936	2019-02-17 02:03:00	4.61890	6.43485	9.23891	58.43083	10.14352	8.11706	8.89019	1366	safari	3940533460117	58.68990	5.75316	7.90185
1.47053	1596	58.29083	62.68427	0.00000	higher	146.04538	9.58428	64.03794	1.16864	648017	2023-07-17 11:37:42	11.23412	9.12192	7.13782	44.15987	4.39374	3.01224	5.12443	1366	chrome	0199978300233	57.37191	8.20903	13.60011
3.46269	1386	58.29368	51.14457	1.00000	800	-36.77209	5.14751	71.57811	1.18519	949020	2021-08-12 04:22:24	10.97160	9.15894	8.46083	43.49892	5.74637	9.44384	10.69810	1366	opera	1857487288983	51.98535	7.95860	6.38267
2.63453	629	28.35167	58.22170	0.00000	lower	50.91780	9.63043	59.00394	2.82354	794769	2021-07-28 17:55:01	11.61072	7.38512	8.18270	39.11764	4.20038	2.74973	6.81817	800	edge	7699741125115	49.76491	7.18879	13.91525
2.19414	620	38.28857	45.75696	0.00000	1080	84.91117	7.29865	67.45813	1.86698	373502	2020-12-27 01:38:47	4.51475	8.31096	7.91085	33.00507	9.49332	6.62189	7.50744	higher	chrome	6349228141633	53.68753	6.26489	9.14754
1.58669	394	36.69969	42.88667	1.00000	768	94.42850	7.77698	53.99002	7.90204	1136145	2020-04-28 18:13:15	6.07983	4.82032	7.36599	30.62758	7.00630	6.02906	6.14409	lower	safari	2134299188472	49.82554	4.26978	7.46543
6.10100	369	28.08230	51.03976	1.00000	800	93.84217	6.61795	65.41626	3.70087	1087936	2019-04-27 05:39:56	7.16016	6.81488	9.26634	62.67973	9.00494	6.55668	5.25213	1920	mobile	5762575481541	44.96895	6.12620	9.49831
2.68912	1428	49.01317	39.27698	0.00000	lower	216.07717	8.04411	58.56462	4.13540	61371	2020-02-03 02:31:24	7.10959	9.82849	8.08737	43.63365	7.34133	7.50221	7.64944	800	edge	9540339122482	80.14323	6.47383	7.09809
2.33882	1471	54.64520	34.13725	0.00000	1024	107.25324	6.93082	66.36638	0.27342	1355123	2022-12-15 08:51:26	8.51740	10.23478	8.13163	43.75543	5.94969	7.11481	5.53637	1024	edge	9077466512256	54.31317	7.39690	7.43847
2.85885	1238	23.15943	60.00754	1.00000	higher	185.63022	7.65826	55.22772	5.45762	786311	2021-12-22 19:45:19	7.16785	8.36439	8.33489	47.30598	9.75696	6.06975	3.36590	1024	edge	5448666305285	40.42287	6.81107	10.50210
5.46688	1658	38.75783	51.74868	0.00000	higher	210.72794	11.32721	73.31097	1.61882	978874	2020-08-01 19:14:53	9.01616	8.40523	9.16039	64.32609	8.11616	7.53252	6.15490	1280	edge	5255749132429	58.65520	4.77690	6.47143
1.40937	1941	62.03662	44.37804	0.00000	600	118.71780	10.98280	82.86093	2.31563	1161388	2021-10-17 19:07:01	10.74810	8.56770	6.48606	40.02782	6.33173	7.76940	7.27988	1920	edge	3773046200563	57.71746	11.97476	9.20921
4.65323	917	40.11859	68.48246	0.00000	1080	132.53373	8.24297	62.58341	3.16737	916268	2020-01-06 10:13:10	7.74469	6.47264	8.96117	46.26565	6.87540	8.09997	6.28382	lower	mobile	9938310194380	42.39030	10.97126	7.82841
1.52047	1475	58.06962	48.65026	1.00000	800	135.96633	3.99588	73.63132	2.20400	394094	2019-07-23 15:05:41	8.47058	7.54089	7.71482	66.45821	9.28270	6.94670	6.41820	1024	edge	8458077480195	51.51250	5.43662	10.14101
3.65552	36	44.73673	58.60381	0.00000	higher	271.05311	8.71169	64.28863	0.91941	1437504	2019-04-20 12:37:07	8.60427	8.49006	8.72282	37.34558	5.06419	8.09748	7.99147	1280	chrome	6520642219768	46.83958	7.82814	5.58991
2.88742	397	62.59240	50.45356	1.00000	768	91.88438	5.91930	52.84429	0.85062	595201	2022-04-03 06:04:56	5.78469	7.01615	8.44967	49.06453	9.60940	6.32933	8.16860	1366	safari	5509232341967	42.65407	6.21936	10.65277
0.97289	2175	46.05640	36.97854	1.00000	600	129.78063	6.09721	81.69704	1.15434	441090	2019-10-29 01:25:22	11.82125	7.05752	6.92474	37.59200	7.01148	10.14257	9.37292	1280	chrome	8193323336740	53.29901	10.19456	7.09357
1.39334	2169	52.94784	50.03429	0.00000	600	177.99379	8.66320	70.61114	9.22077	736230	2023-07-17 22:54:37	9.89524	7.61167	6.77085	42.56736	5.78199	7.65174	5.55292	lower	firefox	0487194188996	61.61041	6.71239	6.27059
3.20994	58	44.07410	62.41917	1.00000	1024	194.75516	5.83350	50.31015	6.09471	171628	2019-03-27 05:54:38	6.68890	9.06668	8.50606	38.73242	10.13988	8.05969	5.72182	1024	edge	0986011689697	27.34428	7.18654	8.55162
1.89427	269	52.52908	67.23015	0.00000	1024	139.18712	11.85519	61.04650	0.45080	900159	2022-02-05 17:22:12	11.41500	7.23191	7.81246	58.72249	8.78819	8.32880	1.58281	1920	chrome	2072880007262	51.76929	3.49273	4.85732
1.79704	2362	59.48417	62.97383	1.00000	768	79.87127	6.68225	56.71575	0.91532	639603	2020-10-01 07:31:22	5.48471	8.90874	6.91557	25.86659	10.33996	6.99720	5.85291	1920	edge	8319006789485	65.08139	6.55012	9.46263
